Tiempo,Acetona %w,Etanol %w,Butanol %w,Reflujo,Flujo de salida lateral,Carga térmica
182.4,0.98703,0.942464,0.989366,3.32537,0,18175.3
182.8,0.987032,0.942469,0.989368,3.31746,0,18150.2
183.2,0.987034,0.942436,0.989371,3.31049,0,18124.8
183.6,0.987036,0.942376,0.989373,3.30519,0,18102.3
184,0.987039,0.9423,0.989376,3.30221,0,18085.2
184.4,0.987038,0.942215,0.989376,3.30198,0,18075.9
184.8,0.987035,0.942134,0.989374,3.30478,0,18075.8
185.2,0.987033,0.942062,0.989372,3.31066,0,18086.1
185.6,0.987031,0.94201,0.989369,3.31946,0,18106.9
186,0.987028,0.941986,0.989367,3.33081,0,18137.8
186.4,0.987026,0.942002,0.989365,3.34418,0,18177.7
186.8,0.987024,0.942052,0.989363,3.35892,0,18224.7
187.2,0.987022,0.942139,0.98936,3.37426,0,18276.8
187.6,0.98702,0.942267,0.989358,3.38945,0,18331.1
188,0.987018,0.942424,0.989356,3.40369,0,18385.3
188.4,0.987016,0.942605,0.989353,3.41631,0,18436.7
188.8,0.987014,0.942797,0.989351,3.42676,0,18482.8
189.2,0.987015,0.942993,0.989351,3.43463,0,18521.8
189.6,0.987017,0.943189,0.989353,3.43972,0,18552.2
190,0.98702,0.943374,0.989356,3.44202,0,18573.2
190.4,0.987022,0.943528,0.989358,3.44178,0,18585.7
190.8,0.987024,0.943666,0.98936,3.43929,0,18586.4
191.2,0.987026,0.943766,0.989362,3.4351,0,18581.9
191.6,0.987028,0.943836,0.989364,3.42988,0,18570.5
192,0.987029,0.943869,0.989366,3.42435,0,18555.3
192.4,0.987031,0.943874,0.989367,3.41914,0,18538.7
192.8,0.987032,0.943857,0.989369,3.41501,0,18523
193.2,0.987034,0.943821,0.989371,3.41251,0,18510.6
193.6,0.987036,0.943778,0.989373,3.41212,0,18503.7
194,0.987034,0.943733,0.989373,3.41415,0,18503.7
194.4,0.987032,0.943688,0.98937,3.41873,0,18511.9
194.8,0.98703,0.943661,0.989368,3.42582,0,18528.8
195.2,0.987028,0.943654,0.989366,3.43522,0,18554.3
195.6,0.987025,0.943674,0.989364,3.44653,0,18587.7
196,0.987023,0.943722,0.989361,3.45927,0,18627.8
196.4,0.987021,0.943798,0.98936,3.47283,0,18673
196.8,0.98702,0.943907,0.989358,3.48657,0,18721.2
197.2,0.987019,0.944041,0.989357,3.49983,0,18770.1
197.6,0.987018,0.944195,0.989356,3.51201,0,18817.9
198,0.987017,0.94436,0.989354,3.52258,0,18862.2
198.4,0.987016,0.944529,0.989353,3.53116,0,18901.2
198.8,0.987016,0.944699,0.989352,3.53749,0,18933.6
199.2,0.987016,0.944869,0.989353,3.54152,0,18958.5
199.6,0.987017,0.945019,0.989353,3.54332,0,18975.5
200,0.987017,0.945147,0.989353,3.54315,0,18984.9
200.4,0.987018,0.945254,0.989354,3.54141,0,18987.6
200.8,0.987018,0.945331,0.989354,3.53857,0,18984.7
201.2,0.987019,0.945383,0.989355,3.53527,0,18977.9
201.6,0.98702,0.945414,0.989355,3.53204,0,18969.3
202,0.98702,0.945424,0.989355,3.52948,0,18960.8
202.4,0.987021,0.945419,0.989356,3.52811,0,18954.3
202.8,0.987021,0.945406,0.989356,3.52836,0,18951.7
203.2,0.987022,0.945392,0.989357,3.53054,0,18954.5
203.6,0.987022,0.945378,0.989357,3.5348,0,18963.7
204,0.987023,0.945373,0.989357,3.54117,0,18980
204.4,0.987023,0.945385,0.989358,3.54951,0,19003.4
204.8,0.987024,0.945416,0.989358,3.55954,0,19033.5
205.2,0.987024,0.945469,0.989358,3.57087,0,19069.5
205.6,0.987023,0.945545,0.989359,3.58304,0,19110.1
206,0.987022,0.945643,0.989358,3.59546,0,19153.5
206.4,0.987021,0.945762,0.989358,3.60768,0,19198
206.8,0.98702,0.945898,0.989357,3.61912,0,19242.1
207.2,0.987019,0.946043,0.989356,3.62934,0,19283.6
207.6,0.987018,0.946191,0.989355,3.638,0,19321.2
208,0.987017,0.946339,0.989355,3.64487,0,19353.7
208.4,0.987017,0.946487,0.989354,3.64984,0,19380.2
208.8,0.987017,0.94663,0.989355,3.65298,0,19400.3
209.2,0.987018,0.946749,0.989355,3.65446,0,19414.3
209.6,0.987018,0.946851,0.989356,3.6546,0,19422.5
210,0.987018,0.946932,0.989356,3.65377,0,19426.2
210.4,0.987019,0.946995,0.989357,3.65249,0,19426.5
210.8,0.987019,0.947038,0.989357,3.65119,0,19425.1
211.2,0.987019,0.947069,0.989358,3.65035,0,19423.5
211.6,0.98702,0.947084,0.989358,3.65032,0,19426.6
212,0.98702,0.947097,0.989359,3.6518,0,19423.9
212.4,0.98702,0.947108,0.989359,3.65471,0,19432.9
212.8,0.987021,0.947119,0.98936,3.65934,0,19445.2
213.2,0.987021,0.94713,0.98936,3.66569,0,19463.1
213.6,0.987021,0.947161,0.989361,3.67366,0,19486.8
214,0.987022,0.947206,0.989361,3.68303,0,19516
214.4,0.987022,0.947267,0.989361,3.69349,0,19550
214.8,0.987022,0.947347,0.989361,3.70464,0,19587.7
215.2,0.987021,0.947443,0.98936,3.71602,0,19627.8
215.6,0.987021,0.947556,0.989359,3.72728,0,19668.8
216,0.98702,0.947679,0.989358,3.73791,0,19709.7
216.4,0.98702,0.94781,0.989357,3.74757,0,19748.5
216.8,0.987019,0.947943,0.989357,3.75597,0,19784.2
217.2,0.987019,0.948076,0.989356,3.76294,0,19815.7
217.6,0.987018,0.948209,0.989355,3.76839,0,19842.5
218,0.987018,0.94833,0.989355,3.77238,0,19864.3
218.4,0.987019,0.948439,0.989356,3.77505,0,19881.1
218.8,0.987019,0.948535,0.989356,3.77666,0,19893.5
219.2,0.98702,0.948617,0.989356,3.77752,0,19902.2
219.6,0.98702,0.948681,0.989357,3.77803,0,19908.5
220,0.987021,0.948733,0.989357,3.77859,0,19913.5
220.4,0.987021,0.948774,0.989357,3.77954,0,19918.5
220.8,0.987021,0.948809,0.989358,3.78126,0,19924.7
221.2,0.987022,0.948841,0.989358,3.78404,0,19933.3
221.6,0.987022,0.948872,0.989358,3.78808,0,19945.5
222,0.987023,0.948904,0.989359,3.79347,0,19961.8
222.4,0.987023,0.948936,0.989359,3.80023,0,19982.7
222.8,0.987023,0.948982,0.989359,3.80826,0,20008.1
223.2,0.987024,0.94904,0.98936,3.81737,0,20037.9
223.6,0.987023,0.94911,0.98936,3.8273,0,20071.2
224,0.987023,0.949193,0.98936,3.83772,0,20107.4
224.4,0.987022,0.949291,0.989359,3.84829,0,20145.4
224.8,0.987022,0.949399,0.989359,3.85867,0,20183.8
225.2,0.987021,0.949512,0.989358,3.86855,0,20221.8
225.6,0.987021,0.949633,0.989358,3.8776,0,20258.1
226,0.98702,0.949754,0.989357,3.88565,0,20291.8
226.4,0.987019,0.949872,0.989357,3.89256,0,20322.3
226.8,0.987019,0.949989,0.989356,3.8983,0,20349
227.2,0.987019,0.950096,0.989356,3.90292,0,20371.8
227.6,0.987019,0.950196,0.989356,3.90657,0,20390.9
228,0.987019,0.950286,0.989357,3.90946,0,20406.8
228.4,0.98702,0.950362,0.989357,3.91186,0,20420.1
228.8,0.98702,0.950428,0.989357,3.9141,0,20431.6
229.2,0.98702,0.950487,0.989358,3.91641,0,20442.7
229.6,0.98702,0.950537,0.989358,3.91914,0,20453.9
230,0.987021,0.950586,0.989358,3.92256,0,20466.5
230.4,0.987021,0.950633,0.989358,3.92685,0,20481.3
230.8,0.987021,0.95068,0.989359,3.93214,0,20498.9
231.2,0.987022,0.950728,0.989359,3.9385,0,20519.8
231.6,0.987022,0.950775,0.989359,3.94589,0,20544.3
232,0.987022,0.950838,0.989359,3.95421,0,20572.1
232.4,0.987022,0.950908,0.98936,3.9633,0,20603.2
232.8,0.987022,0.950985,0.989359,3.97293,0,20636.7
233.2,0.987022,0.951076,0.989359,3.98285,0,20672.2
233.6,0.987021,0.951172,0.989359,3.99279,0,20708.6
234,0.987021,0.951274,0.989359,4.00248,0,20745.2
234.4,0.987021,0.951379,0.989358,4.01169,0,20781.1
234.8,0.987021,0.951486,0.989358,4.02024,0,20815.4
235.2,0.98702,0.951592,0.989358,4.02798,0,20847.6
235.6,0.98702,0.951698,0.989358,4.03486,0,20877.2
236,0.98702,0.951804,0.989357,4.04089,0,20904
236.4,0.98702,0.95191,0.989357,4.04613,0,20928
236.8,0.98702,0.951999,0.989357,4.05072,0,20949.4
237.2,0.98702,0.952082,0.989357,4.05485,0,20968.7
237.6,0.98702,0.952159,0.989357,4.05873,0,20986.4
238,0.98702,0.952225,0.989357,4.06259,0,21003.4
238.4,0.98702,0.95229,0.989357,4.06666,0,21020.3
238.8,0.98702,0.952348,0.989357,4.07115,0,21037.6
239.2,0.98702,0.952406,0.989358,4.07622,0,21056.3
239.6,0.98702,0.952465,0.989358,4.08201,0,21077
240,0.98702,0.952525,0.989358,4.08857,0,21100
240.4,0.98702,0.952586,0.989358,4.09592,0,21125.5
240.8,0.98702,0.952653,0.989358,4.10401,0,21153.6
241.2,0.98702,0.952724,0.989358,4.1127,0,21184.1
241.6,0.98702,0.952805,0.989358,4.12186,0,21216.7
242,0.98702,0.952888,0.989358,4.13132,0,21251
242.4,0.98702,0.95298,0.989358,4.14086,0,21286.1
242.8,0.98702,0.953074,0.989358,4.15036,0,21321.6
243.2,0.98702,0.953174,0.989358,4.15955,0,21357.1
243.6,0.98702,0.953275,0.989358,4.16833,0,21391.6
244,0.98702,0.953374,0.989358,4.17657,0,21424.8
244.4,0.98702,0.953473,0.989358,4.18423,0,21456.3
244.8,0.98702,0.953571,0.989358,4.19127,0,21485.9
245.2,0.98702,0.953665,0.989358,4.19775,0,21513.5
245.6,0.98702,0.953755,0.989357,4.20375,0,21539.4
246,0.98702,0.953839,0.989357,4.20938,0,21563.6
246.4,0.98702,0.953919,0.989357,4.21482,0,21586.7
246.8,0.987019,0.953994,0.989357,4.22022,0,21609.1
247.2,0.987019,0.954065,0.989357,4.22567,0,21631.3
247.6,0.987019,0.954136,0.989357,4.23142,0,21653.8
248,0.987019,0.954205,0.989357,4.23756,0,21677.1
248.4,0.987019,0.954274,0.989356,4.24418,0,21701.7
248.8,0.987018,0.954343,0.989356,4.25135,0,21727.9
249.2,0.987018,0.954412,0.989356,4.25906,0,21755.8
249.6,0.987018,0.954481,0.989356,4.2673,0,21785.6
250,0.987018,0.954558,0.989356,4.276,0,21817
250.4,0.987018,0.954637,0.989356,4.28507,0,21850
250.8,0.987017,0.954721,0.989355,4.29437,0,21884.3
251.2,0.987017,0.954809,0.989355,4.30375,0,21919.3
251.6,0.987017,0.954899,0.989355,4.31313,0,21954.7
252,0.987017,0.954993,0.989355,4.32242,0,21990.1
252.4,0.987017,0.955087,0.989355,4.3314,0,22025.1
252.8,0.987017,0.955181,0.989355,4.34006,0,22059.3
253.2,0.987017,0.955275,0.989355,4.34833,0,22092.5
253.6,0.987017,0.955366,0.989355,4.35621,0,22124.5
254,0.987017,0.955456,0.989355,4.36372,0,22155.2
254.4,0.987017,0.955546,0.989355,4.37091,0,22184.7
254.8,0.987017,0.955629,0.989355,4.37785,0,22213.3
255.2,0.987017,0.955711,0.989355,4.38469,0,22241.1
255.6,0.987017,0.95579,0.989354,4.39151,0,22268.6
256,0.987016,0.955866,0.989354,4.39832,0,22296
256.4,0.987016,0.955942,0.989354,4.40537,0,22323.5
256.8,0.987016,0.956017,0.989354,4.41267,0,22351.4
257.2,0.987016,0.956093,0.989354,4.42029,0,22380.2
257.6,0.987016,0.956169,0.989354,4.42828,0,22410.2
258,0.987016,0.956244,0.989354,4.43664,0,22441.2
258.4,0.987016,0.95632,0.989354,4.44535,0,22473.6
258.8,0.987016,0.956399,0.989354,4.45437,0,22507
259.2,0.987016,0.956482,0.989354,4.46364,0,22541.6
259.6,0.987016,0.956565,0.989354,4.4731,0,22576.9
260,0.987016,0.956652,0.989354,4.48262,0,22612.9
260.4,0.987016,0.956741,0.989354,4.49214,0,22649
260.8,0.987016,0.95683,0.989354,4.50161,0,22685.2
261.2,0.987016,0.956918,0.989354,4.51094,0,22721.5
261.6,0.987016,0.957007,0.989354,4.52005,0,22757.2
262,0.987016,0.957096,0.989354,4.52896,0,22792.4
262.4,0.987016,0.957185,0.989354,4.53765,0,22826.8
262.8,0.987015,0.957273,0.989353,4.54611,0,22860.6
263.2,0.987015,0.957362,0.989353,4.55441,0,22893.8
263.6,0.987015,0.957445,0.989353,4.56258,0,22926.4
264,0.987015,0.957527,0.989353,4.57071,0,22958.6
264.4,0.987015,0.95761,0.989353,4.57882,0,22990.7
264.8,0.987015,0.957691,0.989353,4.58698,0,23022.8
265.2,0.987015,0.957772,0.989353,4.59528,0,23055
265.6,0.987015,0.957853,0.989353,4.60375,0,23087.7
266,0.987015,0.957934,0.989353,4.61245,0,23121
266.4,0.987015,0.958015,0.989353,4.62138,0,23154.9
266.8,0.987015,0.958096,0.989353,4.63053,0,23189.6
267.2,0.987015,0.958176,0.989353,4.63994,0,23225.1
267.6,0.987015,0.958257,0.989353,4.64953,0,23261.3
268,0.987015,0.958338,0.989353,4.65927,0,23298.2
268.4,0.987014,0.958419,0.989352,4.66914,0,23335.7
268.8,0.987014,0.958505,0.989352,4.67908,0,23373.5
269.2,0.987014,0.958592,0.989352,4.68902,0,23411.5
269.6,0.987014,0.958679,0.989352,4.69894,0,23449.6
270,0.987014,0.958766,0.989352,4.70879,0,23487.7
270.4,0.987014,0.958853,0.989352,4.71855,0,23525.8
270.8,0.987014,0.95894,0.989352,4.72821,0,23563.6
271.2,0.987014,0.959027,0.989352,4.73777,0,23601.1
271.6,0.987014,0.959111,0.989352,4.74723,0,23638.2
272,0.987014,0.959196,0.989352,4.75661,0,23675.1
272.4,0.987014,0.959281,0.989352,4.76597,0,23711.9
272.8,0.987014,0.959366,0.989352,4.77532,0,23748.6
273.2,0.987014,0.95945,0.989352,4.78467,0,23785.3
273.6,0.987014,0.959533,0.989352,4.7941,0,23822
274,0.987013,0.959617,0.989351,4.80363,0,23858.7
274.4,0.987013,0.9597,0.989351,4.81329,0,23895.9
274.8,0.987013,0.959784,0.989351,4.82309,0,23933.5
275.2,0.987013,0.959867,0.989351,4.83303,0,23971.6
275.6,0.987013,0.959951,0.989351,4.84314,0,24010.3
276,0.987013,0.960034,0.989351,4.85339,0,24049.4
276.4,0.987013,0.960118,0.989351,4.86375,0,24089
276.8,0.987013,0.960201,0.989351,4.87422,0,24129
277.2,0.987013,0.960285,0.989351,4.88478,0,24169.4
277.6,0.987013,0.960368,0.989351,4.89537,0,24210.1
278,0.987013,0.960452,0.989351,4.90599,0,24251
278.4,0.987013,0.960535,0.989351,4.91661,0,24292.1
278.8,0.987013,0.960621,0.989351,4.92723,0,24333.1
279.2,0.987012,0.960706,0.989351,4.93784,0,24374.2
279.6,0.987012,0.960791,0.98935,4.94846,0,24415.3
280,0.987012,0.960876,0.98935,4.959,0,24456.3
280.4,0.987012,0.960961,0.98935,4.96955,0,24497.4
280.8,0.987012,0.961046,0.98935,4.98009,0,24538.4
281.2,0.987012,0.961132,0.98935,4.99064,0,24579.5
281.6,0.987012,0.961217,0.98935,5.0012,0,24620.6
282,0.987012,0.961302,0.98935,5.01181,0,24661.7
282.4,0.987012,0.961387,0.98935,5.0225,0,24703.1
282.8,0.987012,0.961471,0.98935,5.03326,0,24744.7
283.2,0.987012,0.961556,0.98935,5.04412,0,24786.6
283.6,0.987011,0.96164,0.98935,5.05507,0,24828.8
284,0.987011,0.961724,0.98935,5.06613,0,24871.3
284.4,0.987011,0.961809,0.98935,5.07729,0,24914.3
284.8,0.987011,0.961893,0.98935,5.08855,0,24957.6
285.2,0.987011,0.961978,0.989349,5.0999,0,25001.1
285.6,0.987011,0.962062,0.989349,5.11132,0,25045
286,0.98701,0.962147,0.989349,5.1228,0,25089.2
286.4,0.98701,0.962231,0.989349,5.13434,0,25133.7
286.8,0.98701,0.962316,0.989349,5.14593,0,25178.4
287.2,0.98701,0.9624,0.989349,5.15753,0,25223.2
287.6,0.98701,0.962485,0.989349,5.16919,0,25268.2
288,0.98701,0.96257,0.989348,5.18085,0,25313.3
288.4,0.987009,0.962654,0.989348,5.19254,0,25358.6
288.8,0.987009,0.962739,0.989348,5.20424,0,25403.9
289.2,0.987009,0.962824,0.989348,5.21598,0,25449.4
289.6,0.987009,0.962909,0.989348,5.22774,0,25495
290,0.987009,0.962994,0.989347,5.23956,0,25540.8
290.4,0.987009,0.963079,0.989347,5.25143,0,25586.6
290.8,0.987009,0.963164,0.989347,5.26334,0,25632.8
291.2,0.987008,0.963248,0.989347,5.27532,0,25679.2
291.6,0.987008,0.963333,0.989346,5.28739,0,25725.7
292,0.987008,0.963418,0.989346,5.29954,0,25772.6
292.4,0.987008,0.963503,0.989346,5.31176,0,25819.7
292.8,0.987008,0.963588,0.989346,5.32405,0,25867.1
293.2,0.987008,0.963673,0.989346,5.33642,0,25914.8
293.6,0.987007,0.963758,0.989345,5.34889,0,25962.9
294,0.987007,0.963843,0.989345,5.36142,0,26011.2
294.4,0.987007,0.963928,0.989345,5.37402,0,26059.8
294.8,0.987007,0.964013,0.989345,5.38668,0,26108.5
295.2,0.987007,0.964098,0.989345,5.3994,0,26157.7
295.6,0.987007,0.964183,0.989344,5.4122,0,26207
296,0.987006,0.964268,0.989344,5.42504,0,26256.5
296.4,0.987006,0.964353,0.989344,5.43791,0,26306.4
296.8,0.987006,0.964438,0.989344,5.45087,0,26356.4
297.2,0.987006,0.964523,0.989344,5.46385,0,26406.5
297.6,0.987006,0.964608,0.989343,5.47688,0,26457
298,0.987006,0.964693,0.989343,5.48999,0,26507.6
298.4,0.987005,0.964778,0.989343,5.50314,0,26558.4
298.8,0.987005,0.964863,0.989343,5.51636,0,26609.6
299.2,0.987005,0.964948,0.989343,5.52963,0,26660.9
299.6,0.987005,0.965033,0.989342,5.54298,0,26712.4
300,0.987005,0.965118,0.989342,5.5564,0,26764.3
300.4,0.987005,0.965203,0.989342,5.5699,0,26816.4
300.8,0.987005,0.965288,0.989342,5.58346,0,26868.7
301.2,0.987004,0.965373,0.989342,5.59709,0,26921.4
301.6,0.987004,0.965458,0.989341,5.61082,0,26974.3
302,0.987004,0.965543,0.989341,5.62462,0,27027.6
302.4,0.987004,0.965628,0.989341,5.6385,0,27081.1
302.8,0.987004,0.965713,0.989341,5.65244,0,27134.9
303.2,0.987004,0.965798,0.989341,5.66645,0,27189.1
303.6,0.987003,0.965883,0.98934,5.68056,0,27243.4
304,0.987003,0.965968,0.98934,5.69473,0,27298.1
304.4,0.987003,0.966053,0.98934,5.70896,0,27353.1
304.8,0.987003,0.966138,0.98934,5.72326,0,27408.2
305.2,0.987003,0.966223,0.98934,5.73763,0,27463.8
305.6,0.987003,0.966309,0.989339,5.75208,0,27519.6
306,0.987002,0.966394,0.989339,5.7666,0,27575.6
306.4,0.987002,0.966479,0.989339,5.78119,0,27632
306.8,0.987002,0.966564,0.989339,5.79585,0,27688.6
307.2,0.987002,0.966648,0.989339,5.81057,0,27745.4
307.6,0.987002,0.966733,0.989338,5.82539,0,27802.7
308,0.987002,0.966818,0.989338,5.84028,0,27860.2
308.4,0.987001,0.966903,0.989338,5.85524,0,27917.9
308.8,0.987001,0.966988,0.989338,5.87028,0,27976
309.2,0.987001,0.967072,0.989338,5.88539,0,28034.4
309.6,0.987001,0.967157,0.989337,5.90061,0,28093.1
310,0.987001,0.967242,0.989337,5.9159,0,28152.1
310.4,0.987001,0.967327,0.989337,5.93127,0,28211.5
310.8,0.987001,0.967412,0.989337,5.94672,0,28271.1
311.2,0.987,0.967496,0.989337,5.96225,0,28331.1
311.6,0.987,0.967581,0.989336,5.97789,0,28391.4
312,0.987,0.967666,0.989336,5.9936,0,28452
312.4,0.987,0.967751,0.989336,6.00939,0,28513
312.8,0.987,0.967836,0.989336,6.02526,0,28574.2
313.2,0.987,0.96792,0.989336,6.04121,0,28635.9
313.6,0.986999,0.968005,0.989335,6.05727,0,28697.8
314,0.986999,0.96809,0.989335,6.07341,0,28760.1
314.4,0.986999,0.968175,0.989335,6.08962,0,28822.7
314.8,0.986999,0.96826,0.989335,6.10592,0,28885.6
315.2,0.986999,0.968344,0.989335,6.1223,0,28948.9
315.6,0.986999,0.968429,0.989334,6.13879,0,29012.5
316,0.986998,0.968514,0.989334,6.15536,0,29076.5
316.4,0.986998,0.968599,0.989334,6.17202,0,29140.8
316.8,0.986998,0.968683,0.989334,6.18876,0,29205.4
317.2,0.986998,0.968768,0.989334,6.20559,0,29270.4
317.6,0.986998,0.968853,0.989333,6.22253,0,29335.8
318,0.986998,0.968938,0.989333,6.23956,0,29401.5
318.4,0.986997,0.969023,0.989333,6.25668,0,29467.6
318.8,0.986997,0.969107,0.989333,6.27389,0,29534
319.2,0.986997,0.969192,0.989333,6.29119,0,29600.8
319.6,0.986997,0.969277,0.989332,6.30861,0,29668
320,0.986997,0.969362,0.989332,6.32612,0,29735.6
320.4,0.986997,0.969447,0.989332,6.34373,0,29803.5
320.8,0.986997,0.969531,0.989332,6.36142,0,29871.8
321.2,0.986996,0.969616,0.989331,6.37921,0,29940.5
321.6,0.986996,0.969701,0.989331,6.39712,0,30009.7
322,0.986996,0.969786,0.989331,6.41513,0,30079.1
322.4,0.986996,0.969871,0.989331,6.43323,0,30149
322.8,0.986996,0.969955,0.989331,6.45143,0,30219.2
323.2,0.986996,0.97004,0.98933,6.46972,0,30289.9
323.6,0.986995,0.970125,0.98933,6.48815,0,30361
324,0.986995,0.97021,0.98933,6.50666,0,30432.4
324.4,0.986995,0.970295,0.98933,6.52528,0,30504.2
324.8,0.986995,0.970379,0.98933,6.544,0,30576.5
325.2,0.986995,0.970464,0.989329,6.56283,0,30649.2
325.6,0.986995,0.970549,0.989329,6.58177,0,30722.3
326,0.986994,0.970634,0.989329,6.60082,0,30795.8
326.4,0.986994,0.970718,0.989329,6.61998,0,30869.7
326.8,0.986994,0.970802,0.989329,6.63925,0,30944
327.2,0.986994,0.970886,0.989328,6.65863,0,31018.9
327.6,0.986994,0.97097,0.989328,6.67812,0,31094.1
328,0.986994,0.971054,0.989328,6.69772,0,31169.8
328.4,0.986994,0.971139,0.989328,6.71744,0,31245.9
328.8,0.986993,0.971223,0.989328,6.73728,0,31322.3
329.2,0.986993,0.971307,0.989327,6.75723,0,31399.4
329.6,0.986993,0.971391,0.989327,6.7773,0,31476.8
330,0.986993,0.971475,0.989327,6.79748,0,31554.7
330.4,0.986993,0.971559,0.989327,6.81778,0,31633.1
330.8,0.986993,0.971644,0.989327,6.83821,0,31711.8
331.2,0.986993,0.971728,0.989326,6.85875,0,31791.1
331.6,0.986992,0.971812,0.989326,6.87942,0,31870.9
332,0.986992,0.971896,0.989326,6.90021,0,31951.1
332.4,0.986992,0.97198,0.989326,6.92112,0,32031.8
332.8,0.986992,0.972064,0.989326,6.94215,0,32112.9
333.2,0.986992,0.972149,0.989325,6.96332,0,32194.6
333.6,0.986992,0.972233,0.989325,6.9846,0,32276.8
334,0.986991,0.972317,0.989325,7.00602,0,32359.4
334.4,0.986991,0.972401,0.989325,7.02756,0,32442.5
334.8,0.986991,0.972485,0.989325,7.04924,0,32526.1
335.2,0.986991,0.972569,0.989324,7.07104,0,32610.1
335.6,0.986991,0.972654,0.989324,7.09274,0,32694.5
336,0.986991,0.972738,0.989324,7.1148,0,32779
336.4,0.986991,0.972822,0.989324,7.13699,0,32864.8
336.8,0.98699,0.972906,0.989324,7.15933,0,32950.7
337.2,0.98699,0.97299,0.989323,7.18178,0,33037.4
337.6,0.98699,0.973074,0.989323,7.20437,0,33124.6
338,0.98699,0.973159,0.989323,7.2271,0,33212.4
338.4,0.98699,0.973243,0.989323,7.24996,0,33300.5
338.8,0.98699,0.973326,0.989323,7.27297,0,33389.3
339.2,0.98699,0.973409,0.989322,7.29611,0,33478.6
339.6,0.986989,0.973493,0.989322,7.31941,0,33568.5
340,0.986989,0.973576,0.989322,7.34285,0,33659
340.4,0.986989,0.973659,0.989322,7.36644,0,33750
340.8,0.986989,0.973743,0.989322,7.39018,0,33841.6
341.2,0.986989,0.973826,0.989321,7.41407,0,33933.7
341.6,0.986989,0.973909,0.989321,7.43811,0,34026.5
342,0.986989,0.973993,0.989321,7.46231,0,34119.8
342.4,0.986988,0.974076,0.989321,7.48666,0,34213.7
342.8,0.986988,0.974159,0.989321,7.51116,0,34308.2
343.2,0.986988,0.974243,0.98932,7.53582,0,34403.4
343.6,0.986988,0.974326,0.98932,7.56063,0,34499.1
344,0.986988,0.974409,0.98932,7.5856,0,34595.4
344.4,0.986988,0.974493,0.98932,7.61073,0,34692.3
344.8,0.986988,0.974576,0.98932,7.63602,0,34789.9
345.2,0.986987,0.974659,0.989319,7.66147,0,34888.1
345.6,0.986987,0.974743,0.989319,7.68709,0,34986.9
346,0.986987,0.974826,0.989319,7.71286,0,35086.3
346.4,0.986987,0.974909,0.989319,7.7388,0,35186.4
346.8,0.986987,0.974993,0.989319,7.76491,0,35287.1
347.2,0.986987,0.975076,0.989318,7.79119,0,35388.4
347.6,0.986986,0.975159,0.989318,7.81763,0,35490.4
348,0.986986,0.975243,0.989318,7.84425,0,35593.1
348.4,0.986986,0.975326,0.989318,7.87104,0,35696.4
348.8,0.986986,0.975408,0.989317,7.898,0,35800.4
349.2,0.986986,0.975491,0.989317,7.92515,0,35905.1
349.6,0.986986,0.975573,0.989317,7.95247,0,36010.5
350,0.986986,0.975656,0.989317,7.97996,0,36116.6
350.4,0.986985,0.975738,0.989317,8.00765,0,36223.3
350.8,0.986985,0.97582,0.989316,8.03551,0,36330.8
351.2,0.986985,0.975903,0.989316,8.06356,0,36439
351.6,0.986985,0.975985,0.989316,8.09179,0,36547.9
352,0.986985,0.976068,0.989316,8.12022,0,36657.5
352.4,0.986985,0.97615,0.989316,8.14883,0,36767.8
352.8,0.986985,0.976232,0.989315,8.17763,0,36878.9
353.2,0.986984,0.976315,0.989315,8.20663,0,36990.7
