Tiempo,Acetona %w,Etanol %w,Butanol %w,Reflujo,Flujo de salida lateral,Carga térmica
1502,0.98697,0.977529,0.989318,8.64021,0.0615114,38557.8
1502.4,0.98697,0.977595,0.98932,8.67045,0.0747413,38650.6
1502.8,0.986971,0.977654,0.989321,8.69952,0.0889295,38736.7
1503.2,0.986972,0.977714,0.989323,8.72724,0.103991,38815.6
1503.6,0.986974,0.977763,0.989325,8.75347,0.119838,38886.8
1504,0.986975,0.977813,0.989329,8.77806,0.136379,38949.9
1504.4,0.986976,0.977853,0.989333,8.80084,0.153518,39004.4
1504.8,0.986978,0.977892,0.989337,8.82168,0.171158,39050.2
1505.2,0.986979,0.977921,0.989341,8.84044,0.189199,39086.8
1505.6,0.986983,0.97795,0.989345,8.85698,0.20754,39114
1506,0.986987,0.977968,0.989348,8.87118,0.226078,39131.6
1506.4,0.986991,0.977984,0.989352,8.88291,0.244704,39139.5
1506.8,0.986995,0.977992,0.989356,8.89208,0.26332,39137.5
1507.2,0.986999,0.977995,0.98936,8.8986,0.281813,39125.5
1507.6,0.987003,0.977992,0.989364,8.90239,0.300077,39103.6
1508,0.987006,0.977982,0.989368,8.90341,0.318007,39071.8
1508.4,0.987011,0.977969,0.989373,8.90162,0.335495,39030.2
1508.8,0.987015,0.977946,0.989377,8.89701,0.352437,38979
1509.2,0.987019,0.97792,0.989381,8.8896,0.368731,38918.5
1509.6,0.987024,0.977886,0.989385,8.87941,0.384276,38849
1510,0.987028,0.977848,0.989389,8.86651,0.398976,38771
1510.4,0.987033,0.977803,0.989393,8.85099,0.412738,38684.8
1510.8,0.987037,0.977754,0.989397,8.83293,0.425474,38591
1511.2,0.987042,0.9777,0.989401,8.81246,0.437102,38490.3
1511.6,0.987046,0.97764,0.989405,8.78973,0.447543,38383.4
1512,0.987051,0.977577,0.989409,8.76489,0.45673,38270.9
1512.4,0.987055,0.977509,0.989414,8.73812,0.464598,38153.6
1512.8,0.98706,0.977436,0.989418,8.70961,0.471093,38032.3
1513.2,0.987064,0.977362,0.989422,8.67955,0.476169,37907.9
1513.6,0.987069,0.977283,0.989426,8.64817,0.479788,37781.1
1514,0.987073,0.977204,0.989428,8.61566,0.481921,37653
1514.4,0.987078,0.977123,0.989429,8.58227,0.482549,37524.4
1514.8,0.987082,0.977042,0.98943,8.54821,0.481664,37396
1515.2,0.987087,0.97696,0.98943,8.51369,0.479266,37268.9
1515.6,0.987091,0.976878,0.989431,8.47901,0.475366,37143.7
1516,0.987096,0.976797,0.989432,8.44431,0.469984,37021.4
1516.4,0.987099,0.976715,0.989432,8.40986,0.463151,36902.7
1516.8,0.987099,0.976633,0.989432,8.37587,0.454909,36788.3
1517.2,0.9871,0.976552,0.98943,8.34253,0.445306,36678.9
1517.6,0.9871,0.97647,0.989428,8.31006,0.434403,36574.9
1518,0.9871,0.976388,0.989426,8.27865,0.422266,36477.5
1518.4,0.987101,0.976317,0.989424,8.24843,0.408974,36386.8
1518.8,0.987101,0.976249,0.989421,8.21965,0.394609,36303.5
1519.2,0.9871,0.976186,0.989419,8.19244,0.379263,36227.9
1519.6,0.987098,0.976128,0.989417,8.16694,0.363032,36160.4
1520,0.987095,0.976075,0.989413,8.14328,0.346022,36101.4
1520.4,0.987093,0.976027,0.989409,8.12159,0.328339,36051
1520.8,0.98709,0.975987,0.989405,8.10197,0.310096,36009.6
1521.2,0.987088,0.975949,0.989401,8.08451,0.291408,35977.3
1521.6,0.987086,0.975923,0.989397,8.0693,0.272393,35954.1
1522,0.987083,0.975899,0.989393,8.0564,0.253171,35940.2
1522.4,0.987079,0.975884,0.989388,8.04587,0.233862,35935.5
1522.8,0.987074,0.975875,0.989384,8.03774,0.214584,35940
1523.2,0.98707,0.975872,0.98938,8.03205,0.195459,35953.6
1523.6,0.987065,0.975877,0.989376,8.02881,0.176603,35976.2
1524,0.987061,0.975885,0.989372,8.02804,0.158131,36007.5
1524.4,0.987056,0.975905,0.989368,8.02971,0.140155,36047.4
1524.8,0.987052,0.975928,0.989364,8.03383,0.122782,36095.7
1525.2,0.987047,0.975959,0.989361,8.04035,0.106117,36152
1525.6,0.987043,0.975994,0.989357,8.04924,0.0902571,36216
1526,0.987038,0.976035,0.989353,8.06046,0.0752962,36287.3
1526.4,0.987034,0.976084,0.98935,8.07394,0.061321,36365.7
1526.8,0.98703,0.976134,0.989346,8.08961,0.0484121,36450.6
1527.2,0.987026,0.976192,0.989342,8.1074,0.036643,36541.7
1527.6,0.987021,0.976252,0.989338,8.12722,0.0260805,36638.4
1528,0.987017,0.976319,0.989335,8.14897,0.0167836,36740.3
1528.4,0.987013,0.976387,0.989331,8.17253,0.00880376,36846.9
1528.8,0.987009,0.976459,0.989327,8.1978,0.00218461,36957.5
1529.2,0.987005,0.976534,0.989324,8.22468,5.10E-05,37070.7
1529.6,0.987001,0.97661,0.989322,8.25282,2.49E-05,37184.9
1530,0.986997,0.976686,0.989321,8.28209,1.48E-05,37299.7
1530.4,0.986992,0.976762,0.98932,8.31236,1.16E-05,37415.3
1530.8,0.986988,0.976839,0.989319,8.34352,1.24E-05,37531.9
1531.2,0.986984,0.976915,0.989317,8.37546,1.65E-05,37649.8
1531.6,0.986981,0.976992,0.989316,8.4081,0.00137527,37769.2
1532,0.986979,0.977069,0.989315,8.44122,0.00587789,37888.3
1532.4,0.986978,0.977145,0.989314,8.47462,0.0117623,38006.4
1532.8,0.986976,0.977222,0.989313,8.508,0.018994,38122.5
1533.2,0.986974,0.977298,0.989314,8.54121,0.0275294,38235.6
1533.6,0.986973,0.977375,0.989315,8.57398,0.0373153,38345
1534,0.986971,0.977451,0.989317,8.60613,0.0482901,38449.7
1534.4,0.98697,0.977525,0.989318,8.63747,0.0603853,38549.1
1534.8,0.98697,0.977588,0.98932,8.66781,0.0735261,38642.6
1535.2,0.986971,0.977652,0.989321,8.69698,0.0876325,38729.3
1535.6,0.986972,0.977707,0.989322,8.72484,0.10262,38808.9
1536,0.986973,0.977761,0.989325,8.75121,0.118401,38880.8
1536.4,0.986975,0.977806,0.989329,8.77594,0.134884,38944.6
1536.8,0.986976,0.977852,0.989333,8.79889,0.151973,38999.9
1537.2,0.986977,0.977886,0.989337,8.81991,0.169572,39046.5
1537.6,0.986979,0.977921,0.98934,8.83886,0.187582,39083.9
1538,0.986983,0.977946,0.989344,8.8556,0.205901,39112
1538.4,0.986987,0.977968,0.989348,8.87001,0.224425,39130.5
1538.8,0.986991,0.977982,0.989352,8.88197,0.243049,39139.2
1539.2,0.986995,0.977991,0.989356,8.89137,0.26167,39138.1
1539.6,0.986998,0.977996,0.98936,8.89813,0.280177,39127
1540,0.987002,0.977992,0.989364,8.90217,0.298466,39106
1540.4,0.987006,0.977986,0.989368,8.90343,0.31643,39075
1540.8,0.98701,0.977969,0.989372,8.90189,0.333961,39034.3
1541.2,0.987015,0.977949,0.989376,8.89753,0.350956,38984
1541.6,0.987019,0.977922,0.98938,8.89037,0.367312,38924.3
1542,0.987023,0.97789,0.989384,8.88043,0.382927,38855.6
1542.4,0.987028,0.977852,0.989388,8.86777,0.397706,38778.2
1542.8,0.987032,0.977807,0.989392,8.85247,0.411555,38692.7
1543.2,0.987037,0.977759,0.989396,8.83463,0.424386,38599.7
1543.6,0.987041,0.977704,0.9894,8.81437,0.436115,38499.6
1544,0.987046,0.977646,0.989404,8.79184,0.446665,38392.9
1544.4,0.98705,0.977582,0.989408,8.76718,0.455965,38280.9
1544.8,0.987055,0.977515,0.989412,8.74057,0.463953,38164
1545.2,0.987059,0.977443,0.989417,8.71221,0.470572,38043.1
1545.6,0.987064,0.977368,0.989421,8.68224,0.475776,37919
1546,0.987068,0.977292,0.989425,8.65097,0.479525,37792.5
1546.4,0.987072,0.97721,0.989429,8.61856,0.481791,37664.4
1546.8,0.987077,0.977128,0.989429,8.58527,0.482554,37535.8
1547.2,0.987081,0.977046,0.98943,8.5512,0.481811,37408.5
1547.6,0.987086,0.976963,0.98943,8.51674,0.479555,37280
1548,0.98709,0.976881,0.989431,8.48208,0.475783,37154.6
1548.4,0.987095,0.976798,0.989431,8.4474,0.470529,37032
1548.8,0.987099,0.976716,0.989432,8.41288,0.463821,36912.9
1549.2,0.9871,0.976633,0.989433,8.37883,0.4557,36798.1
1549.6,0.9871,0.97655,0.98943,8.34544,0.446215,36688.2
1550,0.9871,0.976468,0.989428,8.31289,0.435423,36583.8
1550.4,0.9871,0.976395,0.989426,8.28138,0.423392,36485.8
1550.8,0.987101,0.976323,0.989424,8.25104,0.410198,36394.5
1551.2,0.987101,0.976255,0.989422,8.22214,0.395925,36310.5
1551.6,0.987101,0.976191,0.989419,8.19479,0.380661,36234.2
1552,0.987098,0.976133,0.989417,8.16913,0.364506,36166
1552.4,0.987096,0.97608,0.989414,8.14531,0.34756,36106.2
1552.8,0.987093,0.976032,0.98941,8.12344,0.329932,36055.1
1553.2,0.987091,0.975989,0.989406,8.10363,0.311735,36012.9
1553.6,0.987088,0.975954,0.989401,8.08597,0.293082,35979.8
1554,0.987086,0.975922,0.989397,8.07056,0.274091,35955.8
1554.4,0.987083,0.975902,0.989393,8.05745,0.254882,35941.1
1554.8,0.987079,0.975884,0.989389,8.0467,0.235576,35935.6
1555.2,0.987075,0.975875,0.989385,8.03836,0.216291,35939.2
1555.6,0.98707,0.975872,0.98938,8.03245,0.197147,35952
1556,0.987066,0.975875,0.989376,8.02899,0.178262,35973.8
1556.4,0.987061,0.975887,0.989372,8.028,0.159751,36004.3
1556.8,0.987057,0.975901,0.989368,8.02946,0.141726,36043.5
1557.2,0.987052,0.975927,0.989364,8.03336,0.124295,36091
1557.6,0.987048,0.975955,0.98936,8.03967,0.107563,36146.6
1558,0.987043,0.975991,0.989357,8.04835,0.0916276,36210
1558.4,0.987039,0.976032,0.989353,8.05936,0.0765831,36280.7
1558.8,0.987034,0.976079,0.989349,8.07265,0.0625168,36358.4
1559.2,0.98703,0.97613,0.989346,8.08813,0.0495098,36442.8
1559.6,0.987026,0.976187,0.989342,8.10574,0.0376366,36533.4
1560,0.987022,0.976248,0.989339,8.12538,0.0269643,36629.6
1560.4,0.987017,0.976313,0.989335,8.14696,0.0175528,36731.1
1560.8,0.987013,0.97638,0.989331,8.17037,0.00945413,36837.2
1561.2,0.987009,0.976453,0.989328,8.19549,0.00271263,36947.5
1561.6,0.987005,0.976526,0.989324,8.2222,5.47E-05,37060.8
1562,0.987001,0.976603,0.989322,8.25024,2.64E-05,37174.7
1562.4,0.986997,0.976681,0.989321,8.27942,1.53E-05,37289.5
1562.8,0.986993,0.976759,0.98932,8.30961,1.17E-05,37405
1563.2,0.986989,0.976836,0.989319,8.34069,1.22E-05,37521.5
1563.6,0.986985,0.976914,0.989318,8.37258,1.60E-05,37639.3
1564,0.986981,0.976992,0.989316,8.40516,0.00104257,37758.6
1564.4,0.986979,0.97707,0.989315,8.43828,0.00542111,37877.8
1564.8,0.986977,0.977147,0.989314,8.47162,0.0111841,37995.9
1565.2,0.986976,0.977224,0.989313,8.50501,0.018298,38112.4
1565.6,0.986974,0.977301,0.989314,8.53825,0.0267197,38225.8
1566,0.986973,0.977379,0.989315,8.57108,0.036397,38335.6
1566.4,0.986971,0.977448,0.989317,8.60329,0.047269,38440.8
1566.8,0.98697,0.977518,0.989318,8.63469,0.0592677,38540.7
1567.2,0.98697,0.977583,0.98932,8.66512,0.0723189,38634.6
1567.6,0.986971,0.977644,0.989321,8.69441,0.086343,38721.9
1568,0.986972,0.977703,0.989322,8.72242,0.101256,38802.1
1568.4,0.986973,0.977755,0.989325,8.74893,0.11697,38874.7
1568.8,0.986975,0.977804,0.989328,8.77382,0.133394,38939.3
1569.2,0.986976,0.977846,0.989332,8.79693,0.150434,38995.4
1569.6,0.986977,0.977885,0.989336,8.81813,0.167992,39042.7
1570,0.986979,0.977916,0.98934,8.83727,0.18597,39081
1570.4,0.986983,0.977945,0.989344,8.85421,0.204265,39109.9
1570.8,0.986987,0.977965,0.989348,8.86883,0.222775,39129.2
1571.2,0.98699,0.977981,0.989351,8.88101,0.241396,39138.8
1571.6,0.986994,0.977992,0.989355,8.89064,0.26002,39138.6
1572,0.986998,0.977994,0.989359,8.89764,0.278542,39128.4
1572.4,0.987002,0.977995,0.989363,8.90192,0.296855,39108.2
1572.8,0.987006,0.977984,0.989367,8.90343,0.314851,39078.2
1573.2,0.98701,0.977971,0.989372,8.90214,0.332426,39038.3
1573.6,0.987014,0.977951,0.989376,8.89804,0.349472,38988.8
1574,0.987019,0.977925,0.98938,8.89112,0.365889,38930
1574.4,0.987023,0.977893,0.989384,8.88142,0.381574,38862
1574.8,0.987027,0.977854,0.989388,8.869,0.396431,38785.4
1575.2,0.987032,0.977812,0.989392,8.85393,0.410367,38700.7
1575.6,0.987036,0.977763,0.989396,8.83631,0.423291,38608.2
1576,0.987041,0.97771,0.9894,8.81627,0.435121,38508.7
1576.4,0.987045,0.977651,0.989404,8.79393,0.445779,38402.6
1576.8,0.98705,0.977589,0.989409,8.76945,0.455193,38291.1
1577.2,0.987054,0.97752,0.989413,8.74301,0.4633,38174.6
1577.6,0.987058,0.97745,0.989417,8.71479,0.470042,38054
1578,0.987063,0.977375,0.989421,8.68495,0.475373,37930.1
1578.4,0.987067,0.977297,0.989425,8.65379,0.479253,37803.8
1578.8,0.987072,0.977219,0.989428,8.62148,0.481652,37675.8
1579.2,0.987076,0.977136,0.989429,8.58823,0.482549,37547.2
1579.6,0.987081,0.977052,0.98943,8.55428,0.481932,37418.8
1580,0.987085,0.976968,0.98943,8.51986,0.479802,37291.3
1580.4,0.98709,0.976884,0.989431,8.48517,0.476168,37165.7
1580.8,0.987094,0.976801,0.989432,8.45048,0.471047,37042.8
1581.2,0.987098,0.976719,0.989432,8.41594,0.464469,36923.3
1581.6,0.9871,0.976637,0.989432,8.38184,0.456474,36808.1
1582,0.9871,0.976554,0.98943,8.34837,0.447109,36697.7
1582.4,0.9871,0.976476,0.989428,8.31573,0.436432,36592.9
1582.8,0.9871,0.976402,0.989426,8.28411,0.424509,36494.3
1583.2,0.987101,0.976327,0.989424,8.25369,0.411416,36402.4
1583.6,0.987101,0.976262,0.989422,8.22465,0.397235,36317.7
1584,0.987101,0.976196,0.98942,8.19715,0.382056,36240.7
1584.4,0.987098,0.976139,0.989418,8.17133,0.365975,36171.8
1584.8,0.987096,0.976083,0.989414,8.14734,0.349096,36111.2
1585.2,0.987093,0.976036,0.98941,8.12529,0.331524,36059.3
1585.6,0.987091,0.975991,0.989406,8.1053,0.313372,36016.3
1586,0.987088,0.975957,0.989402,8.08745,0.294755,35982.4
1586.4,0.987086,0.975926,0.989397,8.07184,0.275789,35957.6
1586.8,0.987083,0.975903,0.989393,8.05852,0.256595,35942
1587.2,0.98708,0.975886,0.989389,8.04756,0.237294,35935.7
1587.6,0.987075,0.975875,0.989385,8.03901,0.218001,35938.5
1588,0.987071,0.975873,0.989381,8.03288,0.19884,35950.5
1588.4,0.987066,0.975873,0.989377,8.02921,0.179927,35971.5
1588.8,0.987062,0.975885,0.989373,8.02799,0.161379,36001.3
1589.2,0.987057,0.9759,0.989369,8.02924,0.143306,36039.7
1589.6,0.987053,0.975924,0.989365,8.03292,0.125819,36086.5
1590,0.987048,0.975953,0.989361,8.03902,0.10902,36141.4
1590.4,0.987043,0.975987,0.989358,8.04749,0.0930108,36204
1590.8,0.987039,0.976029,0.989354,8.0583,0.0778837,36274.1
1591.2,0.987034,0.976074,0.98935,8.07138,0.0637274,36351.3
1591.6,0.98703,0.976126,0.989346,8.08667,0.0506234,36435.1
1592,0.987026,0.976181,0.989343,8.10409,0.0386468,36525.3
1592.4,0.987022,0.976243,0.989339,8.12356,0.0278655,36621
1592.8,0.987018,0.976307,0.989335,8.14497,0.0183397,36722
1593.2,0.987014,0.976375,0.989332,8.16822,0.0101226,36827.7
1593.6,0.987009,0.976447,0.989328,8.19319,0.0032589,36937.7
1594,0.987005,0.976519,0.989324,8.21976,5.86E-05,37050.7
1594.4,0.987001,0.976596,0.989322,8.2477,2.79E-05,37164.6
1594.8,0.986997,0.976674,0.989321,8.27679,1.59E-05,37279.3
1595.2,0.986993,0.976751,0.98932,8.30689,1.19E-05,37394.7
1595.6,0.986989,0.976829,0.989319,8.3379,1.20E-05,37511.1
1596,0.986985,0.976906,0.989318,8.36971,1.55E-05,37628.8
1596.4,0.986981,0.976984,0.989317,8.40224,7.21E-04,37747.9
1596.8,0.986979,0.977061,0.989315,8.43533,0.00497552,37867.2
1597.2,0.986978,0.977138,0.989314,8.46868,0.0106168,37985.5
1597.6,0.986976,0.977215,0.989313,8.50207,0.0176122,38102
1598,0.986975,0.977293,0.989314,8.53532,0.0259198,38215.8
1598.4,0.986973,0.97737,0.989315,8.56819,0.0354879,38325.9
1598.8,0.986972,0.977443,0.989316,8.60045,0.0462564,38431.5
1599.2,0.98697,0.977511,0.989318,8.63194,0.058158,38531.9
1599.6,0.986969,0.977579,0.989319,8.66246,0.0711188,38626.5
1600,0.986971,0.977639,0.989321,8.69186,0.0850598,38714.5
1600.4,0.986972,0.977698,0.989322,8.72,0.0998974,38795.3
1600.8,0.986973,0.97775,0.989324,8.74664,0.115544,38868.6
1601.2,0.986975,0.9778,0.989328,8.77168,0.131909,38933.9
1601.6,0.986976,0.977842,0.989332,8.79496,0.148898,38990.7
1602,0.986977,0.977882,0.989336,8.81633,0.166414,39038.9
1602.4,0.986978,0.977913,0.98934,8.83566,0.184358,39077.9
1602.8,0.986982,0.977942,0.989343,8.8528,0.202629,39107.7
1603.2,0.986986,0.977963,0.989347,8.86763,0.221125,39127.9
1603.6,0.98699,0.977982,0.989351,8.88003,0.239739,39138.4
1604,0.986994,0.97799,0.989355,8.88989,0.258368,39139
1604.4,0.986998,0.977995,0.989359,8.89713,0.276904,39129.7
1604.8,0.987002,0.977993,0.989363,8.90165,0.295239,39110.4
1605.2,0.987005,0.977986,0.989367,8.90341,0.313268,39081.3
1605.6,0.987009,0.977973,0.989371,8.90237,0.330884,39042.3
1606,0.987014,0.977952,0.989375,8.89851,0.347982,38993.6
1606.4,0.987018,0.977929,0.989379,8.89185,0.364459,38935.6
1606.8,0.987023,0.977895,0.989383,8.88239,0.380213,38868.4
1607.2,0.987027,0.977859,0.989387,8.87021,0.395148,38792.6
1607.6,0.987032,0.977815,0.989392,8.85538,0.409169,38708.5
1608,0.987036,0.977769,0.989396,8.83798,0.422186,38616.7
1608.4,0.987041,0.977714,0.9894,8.81814,0.434117,38517.8
1608.8,0.987045,0.977657,0.989404,8.796,0.444882,38412.3
1609.2,0.98705,0.977594,0.989408,8.77171,0.454409,38301.2
1609.6,0.987054,0.977528,0.989412,8.74543,0.462634,38185.1
1610,0.987059,0.977456,0.989416,8.71737,0.4695,38064.8
1610.4,0.987063,0.977384,0.98942,8.6877,0.474958,37941.2
1610.8,0.987068,0.977304,0.989424,8.65665,0.478968,37815.1
1611.2,0.987072,0.977225,0.989428,8.62442,0.4815,37687.2
1611.6,0.987077,0.977145,0.989429,8.59124,0.48253,37558.7
1612,0.987081,0.977063,0.98943,8.55733,0.482049,37430.2
1612.4,0.987085,0.976982,0.98943,8.52291,0.480053,37302.6
1612.8,0.98709,0.9769,0.989431,8.48828,0.476551,37176.8
1613.2,0.987094,0.976818,0.989431,8.45361,0.471561,37053.6
1613.6,0.987099,0.976737,0.989432,8.41902,0.465112,36933.8
1614,0.987099,0.976655,0.989433,8.38485,0.457241,36818.1
1614.4,0.9871,0.976573,0.989431,8.35131,0.447995,36707.3
1614.8,0.9871,0.976492,0.989428,8.31859,0.437432,36602
1615.2,0.9871,0.97641,0.989426,8.28687,0.425617,36502.8
1615.6,0.987101,0.976335,0.989424,8.25634,0.412624,36410.3
1616,0.987101,0.976267,0.989422,8.22717,0.398537,36324.9
1616.4,0.987101,0.976202,0.98942,8.19953,0.383442,36247.2
1616.8,0.987098,0.976144,0.989418,8.17356,0.367438,36177.6
1617.2,0.987096,0.976088,0.989415,8.1494,0.350625,36116.2
1617.6,0.987094,0.97604,0.98941,8.12717,0.33311,36063.6
1618,0.987091,0.975997,0.989406,8.10699,0.315005,36019.8
1618.4,0.987089,0.975959,0.989402,8.08895,0.296424,35985
1618.8,0.987086,0.97593,0.989398,8.07313,0.277485,35959.4
1619.2,0.987084,0.975903,0.989394,8.05961,0.258306,35943
1619.6,0.98708,0.975888,0.98939,8.04844,0.239008,35935.9
1620,0.987075,0.975876,0.989385,8.03967,0.219711,35937.9
1620.4,0.987071,0.975872,0.989381,8.03333,0.200534,35949.1
1620.8,0.987066,0.975875,0.989377,8.02943,0.181594,35969.3
1621.2,0.987062,0.975883,0.989373,8.028,0.163009,35998.3
1621.6,0.987057,0.9759,0.989369,8.02903,0.14489,36036
1622,0.987053,0.97592,0.989365,8.03249,0.127346,36082
1622.4,0.987049,0.97595,0.989361,8.03838,0.110482,36136.2
1622.8,0.987044,0.975983,0.989358,8.04664,0.0943984,36198.2
1623.2,0.98704,0.976024,0.989354,8.05724,0.0791893,36267.6
1623.6,0.987035,0.97607,0.98935,8.07013,0.0649433,36344.2
1624,0.987031,0.976121,0.989347,8.08522,0.0517428,36427.4
1624.4,0.987027,0.976176,0.989343,8.10246,0.0396632,36517
1624.8,0.987023,0.976236,0.989339,8.12175,0.028773,36612.3
1625.2,0.987018,0.976301,0.989336,8.14299,0.0191335,36712.8
1625.6,0.987014,0.976369,0.989332,8.16608,0.0107982,36818.2
1626,0.98701,0.976439,0.989328,8.19091,0.00381265,36927.8
1626.4,0.987006,0.976514,0.989324,8.21734,6.30E-05,37040.6
1626.8,0.987002,0.97659,0.989322,8.24517,2.97E-05,37154.3
1627.2,0.986998,0.976665,0.989321,8.27416,1.66E-05,37268.9
1627.6,0.986993,0.976742,0.98932,8.30417,1.20E-05,37384.3
1628,0.986989,0.976819,0.989319,8.33511,1.19E-05,37500.7
1628.4,0.986985,0.976895,0.989318,8.36686,1.51E-05,37618.3
1628.8,0.986981,0.976972,0.989317,8.39932,4.12E-04,37737.4
1629.2,0.986979,0.977048,0.989316,8.43237,0.00454157,37856.6
1629.6,0.986978,0.977125,0.989314,8.46571,0.0100608,37975.1
1630,0.986976,0.977201,0.989313,8.4991,0.0169374,38091.9
1630.4,0.986975,0.977278,0.989314,8.53238,0.0251303,38205.9
1630.8,0.986973,0.977354,0.989315,8.56529,0.0345887,38316.4
1631.2,0.986972,0.977431,0.989316,8.59762,0.0452532,38422.5
1631.6,0.98697,0.977507,0.989318,8.62918,0.0570569,38523.4
1632,0.986969,0.977571,0.989319,8.65979,0.0699267,38618.4
1632.4,0.986971,0.977635,0.989321,8.68929,0.0837839,38706.9
1632.8,0.986972,0.977692,0.989322,8.71755,0.0985453,38788.4
1633.2,0.986973,0.977747,0.989324,8.74433,0.114124,38862.4
1633.6,0.986974,0.977794,0.989328,8.76952,0.130428,38928.4
1634,0.986976,0.97784,0.989332,8.79296,0.147365,38986
1634.4,0.986977,0.977877,0.989335,8.81451,0.164839,39035
1634.8,0.986978,0.977912,0.989339,8.83402,0.182749,39074.8
1635.2,0.986982,0.977939,0.989343,8.85137,0.200995,39105.4
1635.6,0.986986,0.977964,0.989347,8.86641,0.219475,39126.5
1636,0.98699,0.977978,0.989351,8.87903,0.238084,39137.8
1636.4,0.986994,0.97799,0.989355,8.88912,0.256715,39139.3
1636.8,0.986997,0.977995,0.989358,8.89659,0.275263,39130.9
1637.2,0.987001,0.977994,0.989362,8.90136,0.293621,39112.5
1637.6,0.987005,0.977987,0.989367,8.90337,0.311681,39084.2
1638,0.987009,0.977973,0.989371,8.90258,0.329338,39046.1
1638.4,0.987013,0.977956,0.989375,8.89897,0.346486,38998.3
1638.8,0.987018,0.977929,0.989379,8.89255,0.363022,38941.1
1639.2,0.987022,0.977899,0.989383,8.88334,0.378844,38874.7
1639.6,0.987027,0.977862,0.989387,8.8714,0.393856,38799.7
1640,0.987031,0.97782,0.989391,8.8568,0.407961,38716.3
1640.4,0.987036,0.977772,0.989395,8.83963,0.421072,38625.2
1640.8,0.98704,0.97772,0.989399,8.82,0.433102,38526.9
1641.2,0.987045,0.977662,0.989403,8.79806,0.443973,38422.1
1641.6,0.987049,0.9776,0.989407,8.77395,0.453613,38311.4
1642,0.987053,0.977533,0.989411,8.74784,0.461957,38195.7
1642.4,0.987058,0.977463,0.989415,8.71993,0.468945,38075.8
1642.8,0.987062,0.977388,0.98942,8.6904,0.47453,37952.4
1643.2,0.987067,0.977312,0.989424,8.65946,0.478671,37826.3
1643.6,0.987071,0.977232,0.989428,8.62733,0.481334,37698.7
1644,0.987076,0.97715,0.989429,8.59422,0.482499,37570.4
1644.4,0.98708,0.977068,0.98943,8.56037,0.482152,37442.1
1644.8,0.987085,0.976985,0.98943,8.52598,0.480291,37313.8
1645.2,0.987089,0.976902,0.989431,8.49137,0.476922,37187.9
1645.6,0.987094,0.976819,0.989431,8.45671,0.472064,37064.4
1646,0.987098,0.976736,0.989432,8.42205,0.465742,36944.3
1646.4,0.987099,0.976653,0.989432,8.38786,0.457996,36828.2
1646.8,0.9871,0.97657,0.989431,8.35427,0.44887,36716.9
1647.2,0.9871,0.976489,0.989429,8.32146,0.438421,36611.1
1647.6,0.9871,0.976415,0.989427,8.28964,0.426715,36511.4
1648,0.987101,0.976341,0.989424,8.259,0.413824,36418.2
1648.4,0.987101,0.976273,0.989422,8.2297,0.39983,36332.2
1648.8,0.987101,0.976208,0.98942,8.20192,0.384822,36253.8
1649.2,0.987099,0.976148,0.989418,8.17579,0.368894,36183.4
1649.6,0.987096,0.976093,0.989415,8.15147,0.352149,36121.3
1650,0.987094,0.976044,0.989411,8.12907,0.334692,36067.9
1650.4,0.987091,0.976,0.989407,8.1087,0.316635,36023.3
1650.8,0.987089,0.975963,0.989402,8.09046,0.298092,35987.7
1651.2,0.987086,0.97593,0.989398,8.07445,0.279179,35961.3
1651.6,0.987084,0.975907,0.989394,8.06072,0.260017,35944.1
1652,0.98708,0.975888,0.98939,8.04934,0.240725,35936.1
1652.4,0.987076,0.975877,0.989386,8.04035,0.221423,35937.4
1652.8,0.987071,0.975872,0.989382,8.03379,0.20223,35947.7
1653.2,0.987067,0.975874,0.989377,8.02968,0.183265,35967.1
1653.6,0.987062,0.975883,0.989373,8.02803,0.164643,35995.4
1654,0.987058,0.975896,0.989369,8.02884,0.146478,36032.3
1654.4,0.987053,0.97592,0.989365,8.03209,0.128879,36077.6
1654.8,0.987049,0.975946,0.989361,8.03776,0.111951,36131.1
1655.2,0.987044,0.975981,0.989358,8.04581,0.0957942,36192.4
1655.6,0.98704,0.976021,0.989354,8.05621,0.0805038,36261.2
1656,0.987035,0.976066,0.98935,8.06889,0.0661688,36337.1
1656.4,0.987031,0.976116,0.989347,8.0838,0.0528722,36419.7
1656.8,0.987027,0.976171,0.989343,8.10084,0.0406902,36508.9
1657.2,0.987023,0.976231,0.98934,8.11995,0.0296918,36603.6
1657.6,0.987019,0.976295,0.989336,8.14102,0.0199389,36703.7
1658,0.987014,0.976362,0.989332,8.16396,0.0114857,36808.6
1658.4,0.98701,0.976434,0.989329,8.18864,0.00437859,36917.9
1658.8,0.987006,0.976506,0.989325,8.21494,5.68E-05,37030.5
1659.2,0.987002,0.976583,0.989322,8.24268,3.16E-05,37144.2
1659.6,0.986998,0.97666,0.989321,8.27157,1.73E-05,37258.7
1660,0.986994,0.976738,0.98932,8.3015,1.22E-05,37374
1660.4,0.98699,0.976815,0.989319,8.33235,1.18E-05,37490.3
1660.8,0.986986,0.976893,0.989318,8.36403,1.47E-05,37607.8
1661.2,0.986982,0.97697,0.989317,8.39643,1.66E-04,37726.8
1661.6,0.986979,0.977048,0.989316,8.4294,0.00411826,37846
1662,0.986978,0.977125,0.989315,8.46272,0.00951527,37964.7
